# Time-averaged data for fix 1
# TimeStep c_mytemp c_mypress v_myvol c_PE c_KE
1055 653.253 11.2766 40744.4 -56.1779 3.46202
1056 654.828 17.5295 40705 -56.2158 3.47037
1057 656.198 24.3229 40665.8 -56.2525 3.47763
1058 657.25 31.718 40626.7 -56.2874 3.48321
1059 657.844 39.7819 40587.8 -56.3198 3.48636
1060 657.822 48.58 40549.1 -56.3487 3.48624
1061 657.01 58.169 40510.6 -56.3733 3.48193
1062 655.228 68.5909 40472.3 -56.3924 3.47249
1063 652.301 79.8703 40434.2 -56.4051 3.45697
1064 648.047 91.5431 40396.5 -56.4105 3.43443
1065 642.248 102.519 40359 -56.4071 3.4037
1066 634.744 114.721 40321.8 -56.3941 3.36393
1067 625.613 125.138 40284.9 -56.3717 3.31554
1068 615.01 135.545 40248.5 -56.3409 3.25935
1069 602.976 145.791 40212.4 -56.3018 3.19557
1070 589.525 156.087 40176.7 -56.2543 3.12429
1071 574.725 167.228 40141.4 -56.1987 3.04585
1072 558.684 179.591 40106.5 -56.1355 2.96084
1073 541.691 190.01 40072.2 -56.0658 2.87078
1074 524.193 199.079 40038.3 -55.9927 2.77805
1075 506.545 207.914 40004.9 -55.9178 2.68452
1076 489.045 216.415 39972.1 -55.8425 2.59177
1077 472.008 224.476 39939.8 -55.7687 2.50149
1078 455.763 231.976 39908 -55.698 2.41539
1079 440.64 238.786 39876.8 -55.6324 2.33524
1080 426.982 244.391 39846.2 -55.5736 2.26286
1081 415.128 247.935 39816.2 -55.5237 2.20004
1082 405.373 250.213 39786.7 -55.4844 2.14834
1083 397.959 251.075 39757.9 -55.4569 2.10905
1084 393.076 250.417 39729.6 -55.4425 2.08317
1085 390.856 248.428 39701.9 -55.442 2.0714
1086 391.364 245.097 39674.9 -55.4559 2.0741
1087 394.601 240.431 39648.3 -55.4844 2.09125
1088 400.5 234.451 39622.4 -55.5271 2.12252
1089 408.933 227.177 39597 -55.5835 2.16721
1090 419.706 218.372 39572.1 -55.6528 2.2243
1091 432.571 208.356 39547.8 -55.7337 2.29248
1092 447.241 197.233 39523.9 -55.8248 2.37023
1093 463.399 185.117 39500.5 -55.9244 2.45586
1094 480.709 172.127 39477.5 -56.031 2.5476
1095 498.831 158.382 39454.9 -56.1426 2.64364
1096 517.426 144.004 39432.7 -56.2576 2.74219
1097 536.169 129.108 39410.9 -56.3743 2.84152
1098 554.754 113.804 39389.4 -56.491 2.94001
1099 572.903 98.1969 39368.1 -56.6064 3.03619
1100 590.296 80.8676 39347.1 -56.7188 3.12837
1101 606.578 61.9876 39326.4 -56.8263 3.21466
1102 621.356 40.6556 39305.8 -56.9267 3.29298
1103 634.391 20.6785 39285.3 -57.0187 3.36206
1104 645.682 2.11987 39264.9 -57.1024 3.4219
1105 655.253 -15.1905 39244.6 -57.1777 3.47262
1106 663.133 -31.3971 39224.3 -57.2449 3.51438
1107 669.357 -46.6077 39204 -57.304 3.54737
1108 673.973 -60.8917 39183.7 -57.3553 3.57183
1109 677.037 -74.286 39163.2 -57.3989 3.58807
1110 678.622 -86.7993 39142.7 -57.4351 3.59647
1111 678.815 -98.4218 39122.1 -57.4645 3.59749
1112 677.711 -109.134 39101.3 -57.4873 3.59164
1113 675.419 -118.915 39080.3 -57.5042 3.5795
1114 672.051 -127.748 39059.2 -57.5156 3.56165
1115 667.722 -135.622 39037.8 -57.522 3.5387
1116 662.542 -142.538 39016.2 -57.5241 3.51125
1117 656.618 -148.505 38994.4 -57.5223 3.47986
1118 650.049 -153.536 38972.4 -57.5171 3.44504
1119 642.926 -157.65 38950.1 -57.5089 3.40729
1120 635.327 -160.87 38927.6 -57.498 3.36702
1121 627.325 -163.218 38904.8 -57.4849 3.32461
1122 619.015 -165.547 38881.7 -57.4698 3.28057
1123 610.51 -167.679 38858.3 -57.4535 3.2355
1124 601.893 -169.223 38834.7 -57.4364 3.18983
1125 593.229 -170.229 38810.8 -57.4187 3.14392
1126 584.582 -170.713 38786.6 -57.4008 3.09809
1127 576.011 -170.687 38762.2 -57.383 3.05267
1128 567.575 -170.163 38737.5 -57.3655 3.00796
1129 559.328 -169.148 38712.5 -57.3486 2.96425
1130 551.323 -167.651 38687.2 -57.3326 2.92183
1131 543.611 -165.678 38661.7 -57.3178 2.88096
1132 536.237 -163.239 38635.9 -57.3043 2.84188
1133 529.245 -160.347 38609.9 -57.2925 2.80482
1134 522.67 -157.014 38583.6 -57.2825 2.76998
1135 516.544 -153.26 38557.1 -57.2745 2.73751
1136 510.893 -148.982 38530.4 -57.2686 2.70756
1137 505.737 -144.198 38503.4 -57.2649 2.68024
1138 501.09 -139.056 38476.3 -57.2636 2.65561
1139 496.955 -133.584 38448.9 -57.2646 2.63369
1140 493.327 -127.806 38421.3 -57.268 2.61447
1141 490.196 -121.746 38393.6 -57.2736 2.59788
1142 487.547 -115.424 38365.7 -57.2815 2.58384
1143 485.357 -108.854 38337.7 -57.2915 2.57223
1144 483.598 -102.041 38309.5 -57.3035 2.56291
1145 482.24 -94.9842 38281.3 -57.3174 2.55571
1146 481.247 -87.6677 38252.9 -57.3329 2.55045
1147 480.578 -80.0641 38224.4 -57.3498 2.5469
1148 480.191 -72.1311 38195.8 -57.368 2.54485
1149 480.038 -63.8114 38167.2 -57.3872 2.54404
1150 480.067 -55.0328 38138.6 -57.4071 2.5442
1151 480.224 -45.7093 38109.9 -57.4275 2.54503
1152 480.451 -35.7441 38081.2 -57.4479 2.54623
1153 480.689 -25.0348 38052.5 -57.4682 2.54749
1154 480.881 -13.4807 38023.9 -57.4879 2.54851
1155 481.04 -2.38198 37995.3 -57.507 2.54935
1156 481.32 6.61777 37966.8 -57.5266 2.55084
1157 481.846 15.3919 37938.4 -57.5474 2.55362
1158 482.617 23.3495 37910.1 -57.5692 2.55771
1159 483.654 31.5159 37881.9 -57.5922 2.56321
1160 485.033 38.7215 37853.9 -57.6169 2.57051
1161 486.829 45.6556 37826 -57.6437 2.58003
1162 489.088 52.6773 37798.3 -57.6729 2.592
1163 491.84 59.7723 37770.8 -57.7046 2.60659
1164 495.109 66.9174 37743.4 -57.7391 2.62391
1165 498.913 74.0816 37716.3 -57.7763 2.64407
1166 503.262 81.2287 37689.4 -57.8164 2.66712
1167 508.162 88.3217 37662.7 -57.8595 2.69309
1168 513.616 95.3411 37636.2 -57.9056 2.72199
1169 519.617 102.426 37610 -57.9547 2.7538
1170 526.153 109.396 37584.1 -58.0067 2.78844
1171 533.205 116.186 37558.4 -58.0617 2.82581
1172 540.736 122.688 37533.1 -58.1194 2.86572
1173 548.693 129.299 37508 -58.1796 2.90789
1174 556.992 136.129 37483.3 -58.2419 2.95187
1175 565.53 143.294 37458.8 -58.3058 2.99712
1176 574.173 150.895 37434.7 -58.3705 3.04293
1177 582.769 159.011 37411 -58.4354 3.08848
1178 591.146 167.685 37387.6 -58.4994 3.13288
1179 599.121 176.913 37364.6 -58.5616 3.17514
1180 606.508 186.644 37342 -58.621 3.21429
1181 613.149 195.979 37319.8 -58.6767 3.24948
1182 618.891 205.03 37298 -58.728 3.27991
1183 623.577 214.173 37276.7 -58.774 3.30475
1184 627.036 221.976 37255.8 -58.8137 3.32308
1185 629.105 230.049 37235.3 -58.8463 3.33405
1186 629.67 238.554 37215.4 -58.8712 3.33704
1187 628.624 247.725 37195.9 -58.8876 3.3315
1188 626.029 255.683 37177 -58.8955 3.31774
1189 622.087 262.809 37158.6 -58.8965 3.29685
1190 616.954 269.787 37140.7 -58.8912 3.26965
1191 610.768 276.6 37123.3 -58.8802 3.23687
1192 603.699 283.243 37106.5 -58.8643 3.1994
1193 595.947 289.971 37090.2 -58.8446 3.15832
1194 587.671 295.271 37074.5 -58.8221 3.11446
1195 578.966 298.898 37059.4 -58.7969 3.06833
1196 570.022 303.136 37044.9 -58.7702 3.02093
1197 561.126 307.834 37031 -58.7435 2.97378
1198 552.567 311.478 37017.7 -58.7182 2.92842
1199 544.583 314.003 37004.9 -58.6958 2.88611
1200 537.449 313.701 36992.8 -58.6776 2.8483
1201 531.434 311.293 36981.2 -58.6652 2.81642
1202 526.658 307.921 36970.3 -58.6593 2.79111
1203 523.141 303.517 36959.9 -58.66 2.77247
1204 520.845 298.048 36950.1 -58.6672 2.76031
1205 519.685 291.517 36940.9 -58.6804 2.75415
1206 519.527 283.964 36932.2 -58.699 2.75332
1207 520.21 275.464 36924.1 -58.7221 2.75694
1208 521.547 265.804 36916.4 -58.7489 2.76402
1209 523.335 255.23 36909.3 -58.7782 2.7735
1210 525.378 244.08 36902.7 -58.8089 2.78433
1211 527.5 232.529 36896.5 -58.8403 2.79557
1212 529.545 220.733 36890.7 -58.8713 2.80641
1213 531.421 207.99 36885.3 -58.9016 2.81635
1214 533.079 194.5 36880.4 -58.9308 2.82514
1215 534.468 180.841 36875.8 -58.9588 2.8325
1216 535.489 166.283 36871.5 -58.9851 2.83791
1217 535.999 150.777 36867.5 -59.0085 2.84061
1218 535.958 135.794 36863.9 -59.0291 2.8404
1219 535.425 121.145 36860.5 -59.047 2.83757
1220 534.439 106.695 36857.3 -59.0626 2.83235
1221 533.029 92.3729 36854.3 -59.0759 2.82488
1222 531.216 78.1622 36851.5 -59.0871 2.81527
1223 529.006 63.7411 36848.8 -59.0961 2.80355
1224 526.382 48.8593 36846.2 -59.1028 2.78965
1225 523.347 34.441 36843.8 -59.1071 2.77356
1226 519.935 20.5523 36841.4 -59.1094 2.75548
1227 516.206 6.64053 36839.1 -59.1097 2.73572
1228 512.234 -7.25226 36836.8 -59.1087 2.71467
1229 508.082 -20.6843 36834.5 -59.1065 2.69267
1230 503.733 -35.4666 36832.1 -59.1032 2.66962
1231 499.145 -50.228 36829.7 -59.0983 2.6453
1232 494.356 -64.0425 36827.2 -59.0921 2.61992
1233 489.435 -76.9873 36824.7 -59.085 2.59384
1234 484.452 -89.2981 36821.9 -59.0774 2.56743
1235 479.47 -101.122 36819.1 -59.0695 2.54103
1236 474.538 -112.942 36816 -59.0617 2.51489
1237 469.671 -125.216 36812.8 -59.054 2.4891
1238 464.905 -137.862 36809.4 -59.0465 2.46384
1239 460.302 -150.048 36805.7 -59.0398 2.43945
1240 455.912 -161.738 36801.8 -59.034 2.41618
1241 451.776 -172.949 36797.6 -59.0293 2.39426
1242 447.935 -183.69 36793.1 -59.026 2.3739
1243 444.419 -193.967 36788.3 -59.0243 2.35527
1244 441.255 -203.781 36783.1 -59.0243 2.33851
1245 438.459 -213.131 36777.6 -59.0261 2.32369
1246 436.041 -222.018 36771.8 -59.0299 2.31087
1247 434 -230.447 36765.5 -59.0355 2.30006
1248 432.324 -238.948 36758.9 -59.043 2.29117
1249 430.98 -247.499 36751.8 -59.0523 2.28405
1250 429.93 -255.674 36744.4 -59.063 2.27848
1251 429.136 -263.409 36736.5 -59.0751 2.27428
1252 428.562 -270.644 36728.2 -59.0884 2.27124
1253 428.172 -277.326 36719.4 -59.1026 2.26917
1254 427.934 -283.412 36710.1 -59.1177 2.2679
1255 427.815 -288.874 36700.4 -59.1334 2.26728
1256 427.788 -293.694 36690.1 -59.1496 2.26714
1257 427.83 -297.864 36679.4 -59.1663 2.26735
1258 427.917 -301.388 36668.2 -59.1832 2.26782
1259 428.032 -304.276 36656.5 -59.2003 2.26843
1260 428.159 -306.547 36644.2 -59.2176 2.2691
1261 428.268 -308.906 36631.5 -59.2348 2.26968
1262 428.325 -310.811 36618.3 -59.2517 2.26998
1263 428.325 -312.037 36604.5 -59.2684 2.26998
1264 428.272 -312.621 36590.2 -59.2849 2.2697
1265 428.173 -312.597 36575.4 -59.3011 2.26917
1266 428.04 -311.989 36560.1 -59.3172 2.26847
1267 427.884 -310.772 36544.3 -59.3332 2.26764
1268 427.719 -308.978 36528 -59.3492 2.26677
1269 427.561 -306.62 36511.2 -59.3652 2.26593
1270 427.425 -303.703 36493.9 -59.3813 2.26521
1271 427.331 -300.234 36476.2 -59.3976 2.26471
1272 427.3 -296.223 36457.9 -59.4143 2.26455
1273 427.36 -291.859 36439.2 -59.4314 2.26487
1274 427.565 -287.898 36420 -59.4493 2.26595
1275 427.963 -283.575 36400.4 -59.4682 2.26806
1276 428.582 -278.908 36380.3 -59.4883 2.27134
1277 429.446 -273.912 36359.8 -59.5096 2.27592
1278 430.579 -268.606 36338.9 -59.5324 2.28193
1279 432.003 -263.006 36317.6 -59.5567 2.28947
1280 433.737 -257.128 36295.9 -59.5826 2.29866
1281 435.796 -250.99 36273.8 -59.6103 2.30957
1282 438.19 -244.608 36251.3 -59.6397 2.32226
1283 440.928 -237.997 36228.5 -59.671 2.33677
1284 444.012 -231.171 36205.3 -59.7041 2.35311
1285 447.439 -224.141 36181.8 -59.7391 2.37128
1286 451.202 -216.916 36158 -59.7758 2.39122
1287 455.288 -209.498 36133.8 -59.8144 2.41287
1288 459.679 -201.887 36109.4 -59.8546 2.43614
1289 464.35 -194.075 36084.7 -59.8963 2.4609
1290 469.274 -186.047 36059.8 -59.9394 2.48699
1291 474.415 -177.781 36034.6 -59.9837 2.51424
1292 479.734 -169.248 36009.2 -60.0291 2.54243
1293 485.189 -160.41 35983.6 -60.0752 2.57134
1294 490.734 -151.225 35957.7 -60.1219 2.60073
1295 496.318 -141.644 35931.7 -60.1689 2.63032
