# Time-averaged data for fix 1
# TimeStep c_mytemp c_mypress v_myvol c_PE c_KE
550 1939.5 215.625 45157.6 -43.9694 10.2787
551 1951.62 218.901 45165.7 -43.9866 10.3429
552 1963.59 223.063 45174 -44.0029 10.4064
553 1975.57 226.158 45182.4 -44.0189 10.4698
554 1987.67 229.481 45190.9 -44.0354 10.534
555 1999.88 233.038 45199.5 -44.0524 10.5987
556 2012.13 236.973 45208.3 -44.0695 10.6636
557 2024.28 241.52 45217.2 -44.0861 10.728
558 2036.33 244.718 45226.2 -44.102 10.7919
559 2048.4 247.158 45235.4 -44.1182 10.8559
560 2060.52 249.096 45244.7 -44.1347 10.9201
561 2072.65 249.624 45254.2 -44.1514 10.9844
562 2084.76 249.527 45263.8 -44.1682 11.0485
563 2096.76 249.984 45273.5 -44.1846 11.1121
564 2108.61 250.445 45283.3 -44.2004 11.1749
565 2120.27 250.914 45293.4 -44.2156 11.2367
566 2131.78 251.4 45303.5 -44.2302 11.2977
567 2143.19 251.92 45313.8 -44.2447 11.3582
568 2154.59 252.502 45324.2 -44.2596 11.4186
569 2166.1 253.036 45334.8 -44.2754 11.4796
570 2177.88 252.499 45345.5 -44.2933 11.542
571 2190.11 251.669 45356.3 -44.314 11.6069
572 2202.94 250.613 45367.3 -44.3385 11.6748
573 2216.17 246.313 45378.5 -44.366 11.7449
574 2229.62 240.594 45389.7 -44.3948 11.8162
575 2243.39 236.409 45401.2 -44.426 11.8892
576 2257.5 233.703 45412.7 -44.4597 11.964
577 2272.05 229.293 45424.4 -44.4959 12.0411
578 2287.22 223.111 45436.2 -44.5365 12.1215
579 2302.98 216.433 45448.1 -44.5809 12.205
580 2319.11 209.245 45460.2 -44.628 12.2905
581 2335.39 201.608 45472.4 -44.6766 12.3768
582 2351.56 193.605 45484.7 -44.7253 12.4625
583 2367.44 185.345 45497.1 -44.7732 12.5466
584 2382.84 176.993 45509.6 -44.8194 12.6283
585 2397.66 168.69 45522.2 -44.8634 12.7068
586 2411.84 160.58 45534.9 -44.9047 12.7819
587 2425.29 152.016 45547.8 -44.9431 12.8532
588 2438.07 143.138 45560.7 -44.9787 12.921
589 2450.47 133.306 45573.7 -45.0132 12.9866
590 2462.76 123.648 45586.7 -45.0482 13.0518
591 2475.14 114.047 45599.9 -45.0846 13.1174
592 2487.84 104.419 45613.1 -45.1236 13.1847
593 2500.96 93.9932 45626.4 -45.1662 13.2543
594 2514.56 82.5757 45639.7 -45.2118 13.3264
595 2528.83 71.8415 45653.1 -45.262 13.4019
596 2544.02 60.6527 45666.6 -45.3182 13.4825
597 2560.32 48.5949 45680.1 -45.3811 13.5689
598 2577.87 36.7587 45693.6 -45.4517 13.6619
599 2596.81 25.2231 45707.2 -45.5306 13.7622
600 2617.27 14.0516 45720.8 -45.6184 13.8706
601 2639.3 3.24483 45734.4 -45.7157 13.9874
602 2662.94 -7.29191 45748 -45.8226 14.1127
603 2688.15 -17.8744 45761.6 -45.9388 14.2463
604 2714.81 -29.1062 45775.2 -46.0638 14.3876
605 2742.78 -40.0355 45788.8 -46.1968 14.5358
606 2771.89 -50.6191 45802.4 -46.3369 14.6901
607 2801.91 -60.8208 45816 -46.4832 14.8492
608 2832.64 -70.614 45829.6 -46.6343 15.012
609 2863.8 -79.964 45843.1 -46.789 15.1772
610 2895.13 -88.8294 45856.6 -46.9459 15.3432
611 2926.33 -97.1653 45870.1 -47.1035 15.5086
612 2957.13 -104.927 45883.5 -47.2604 15.6718
613 2987.23 -112 45896.9 -47.4151 15.8313
614 3016.21 -119.526 45910.2 -47.5658 15.9849
615 3043.53 -127.597 45923.5 -47.7088 16.1297
616 3068.83 -133.391 45936.7 -47.8427 16.2638
617 3091.98 -137.164 45949.8 -47.967 16.3865
618 3112.83 -139.193 45962.9 -48.0807 16.4969
619 3131.2 -139.719 45975.9 -48.1832 16.5943
620 3146.92 -138.922 45988.9 -48.2733 16.6776
621 3159.67 -138.187 46001.8 -48.3496 16.7452
622 3169.16 -135.573 46014.6 -48.4104 16.7955
623 3175.17 -130.949 46027.4 -48.4546 16.8274
624 3177.58 -125.62 46040.1 -48.4812 16.8401
625 3176.35 -119.337 46052.7 -48.4906 16.8336
626 3171.39 -111.255 46065.3 -48.4819 16.8073
627 3162.51 -101.607 46077.8 -48.454 16.7603
628 3149.75 -92.2528 46090.3 -48.4072 16.6926
629 3133.18 -81.7569 46102.7 -48.3417 16.6048
630 3112.83 -70.0989 46115.2 -48.2576 16.497
631 3088.73 -57.1766 46127.5 -48.1549 16.3693
632 3060.93 -42.7449 46139.9 -48.0339 16.2219
633 3029.45 -26.3492 46152.3 -47.8946 16.0551
634 2994.34 -8.93035 46164.6 -47.7367 15.869
635 2955.85 7.88438 46176.9 -47.5621 15.665
636 2914.19 25.9448 46189.3 -47.3709 15.4442
637 2870.18 39.6108 46201.7 -47.1682 15.211
638 2824.86 52.6244 46214.1 -46.959 14.9708
639 2778.83 64.842 46226.6 -46.7463 14.7268
640 2732.64 76.1531 46239.1 -46.533 14.4821
641 2686.89 86.4834 46251.6 -46.3222 14.2396
642 2642.09 95.7901 46264.2 -46.1165 14.0022
643 2598.77 104.055 46276.9 -45.9187 13.7726
644 2557.41 111.275 46289.6 -45.731 13.5534
645 2518.44 117.528 46302.5 -45.556 13.3469
646 2482.28 122.72 46315.3 -45.3955 13.1552
647 2449.4 124.94 46328.3 -45.2524 12.981
648 2420.24 126.147 46341.4 -45.1287 12.8265
649 2395.13 126.309 46354.5 -45.0261 12.6934
650 2374.37 125.361 46367.7 -44.9464 12.5833
651 2358.27 123.243 46381 -44.8913 12.498
652 2347.13 119.958 46394.3 -44.8622 12.439
653 2341.2 115.552 46407.8 -44.8606 12.4076
654 2340.67 110.124 46421.3 -44.8875 12.4048
655 2345.66 103.838 46434.8 -44.9438 12.4312
656 2356.17 96.8675 46448.5 -45.0293 12.4869
657 2372.04 89.3688 46462.2 -45.1434 12.571
658 2393 81.4719 46476 -45.2847 12.6821
659 2418.56 72.5933 46489.8 -45.451 12.8176
660 2448.04 62.714 46503.7 -45.6382 12.9738
661 2480.78 53.199 46517.6 -45.8431 13.1473
662 2516.14 43.8512 46531.6 -46.0624 13.3347
663 2553.38 34.5888 46545.6 -46.2923 13.532
664 2591.59 24.0236 46559.6 -46.5281 13.7346
665 2629.87 14.2039 46573.6 -46.7649 13.9374
666 2667.42 5.49605 46587.7 -46.9987 14.1364
667 2703.46 -2.20963 46601.8 -47.2252 14.3275
668 2737.51 -11.0505 46615.9 -47.442 14.5079
669 2769.19 -19.3542 46630 -47.6472 14.6758
670 2798 -27.8042 46644.1 -47.8382 14.8285
671 2823.43 -37.0715 46658.2 -48.0121 14.9633
672 2845.16 -45.3864 46672.2 -48.1672 15.0784
673 2863.05 -52.8042 46686.3 -48.3028 15.1732
674 2877.06 -59.4016 46700.3 -48.4187 15.2474
675 2887.26 -65.2493 46714.4 -48.5153 15.3015
676 2893.65 -72.3175 46728.4 -48.5928 15.3354
677 2896.19 -79.2336 46742.3 -48.6503 15.3489
678 2895.04 -84.7118 46756.3 -48.6893 15.3427
679 2890.09 -92.7452 46770.2 -48.7077 15.3165
680 2881.8 -98.459 46784 -48.7094 15.2726
681 2871.17 -101.949 46797.8 -48.6993 15.2162
682 2858.78 -104.051 46811.6 -48.6803 15.1506
683 2844.98 -105.273 46825.3 -48.6544 15.0774
684 2830.03 -106.524 46839 -48.6226 14.9982
685 2814.14 -108.285 46852.6 -48.5863 14.914
686 2797.48 -109.946 46866.1 -48.546 14.8257
687 2780.15 -111.47 46879.7 -48.5024 14.7338
688 2762.28 -112.782 46893.1 -48.456 14.6392
689 2744.04 -113.808 46906.5 -48.4077 14.5425
690 2725.62 -114.481 46919.9 -48.3584 14.4449
691 2707.22 -114.669 46933.2 -48.3092 14.3474
692 2689.05 -114.111 46946.4 -48.2612 14.2511
693 2671.28 -112.787 46959.6 -48.2153 14.1569
694 2654.09 -110.996 46972.7 -48.1723 14.0658
695 2637.62 -108.687 46985.8 -48.133 13.9785
696 2622.08 -107.428 46998.8 -48.0983 13.8961
697 2607.76 -108.102 47011.8 -48.0701 13.8202
698 2594.64 -110.875 47024.7 -48.0482 13.7507
699 2582.62 -113.238 47037.6 -48.0319 13.687
700 2571.76 -115.297 47050.4 -48.0216 13.6295
701 2571.48 -115.688 47050.3 -48.0205 13.628
702 2572.01 -115.915 47050.2 -48.0247 13.6308
703 2573.17 -115.953 47050.1 -48.0332 13.6369
704 2574.71 -115.819 47049.9 -48.0447 13.6451
705 2576.39 -115.453 47049.6 -48.0582 13.654
706 2578 -114.761 47049.2 -48.0724 13.6625
707 2579.33 -113.682 47048.8 -48.0864 13.6696
708 2580.23 -112.199 47048.4 -48.0995 13.6744
709 2580.56 -110.328 47047.9 -48.1111 13.6761
710 2580.19 -108.078 47047.3 -48.1205 13.6741
711 2579.03 -105.416 47046.6 -48.1275 13.668
712 2576.98 -102.329 47045.9 -48.1315 13.6571
713 2573.93 -99.1209 47045.2 -48.1322 13.641
714 2569.73 -96.1963 47044.4 -48.1287 13.6187
715 2564.12 -94.049 47043.5 -48.1198 13.589
716 2556.95 -90.4859 47042.6 -48.1048 13.551
717 2548.32 -85.4845 47041.7 -48.0844 13.5053
718 2538.29 -79.357 47040.7 -48.0588 13.4521
719 2526.97 -73.2203 47039.6 -48.029 13.3921
720 2514.45 -66.0813 47038.6 -47.9955 13.3257
721 2500.75 -57.9643 47037.5 -47.9583 13.2532
722 2485.87 -48.9533 47036.3 -47.9177 13.1743
723 2469.8 -39.0258 47035.2 -47.8736 13.0891
724 2452.67 -30.3806 47034 -47.8267 12.9983
725 2434.7 -22.1981 47032.8 -47.7786 12.9031
726 2416.01 -13.733 47031.6 -47.7297 12.804
727 2396.67 -4.99205 47030.4 -47.6807 12.7015
728 2376.73 4.03064 47029.2 -47.6318 12.5959
729 2356.23 13.3504 47028 -47.5834 12.4872
730 2335.17 23.1476 47026.8 -47.5356 12.3756
731 2313.51 33.4504 47025.6 -47.4882 12.2608
732 2290.99 41.7977 47024.5 -47.4401 12.1415
733 2267.33 51.4306 47023.3 -47.3896 12.0161
734 2242.41 62.7792 47022.3 -47.3363 11.884
735 2216.42 71.9096 47021.2 -47.281 11.7463
736 2189.7 80.4171 47020.2 -47.2259 11.6047
737 2162.32 88.8998 47019.3 -47.1714 11.4596
738 2134.32 97.3348 47018.4 -47.1176 11.3112
739 2105.66 105.762 47017.5 -47.0644 11.1593
740 2076.3 114.197 47016.7 -47.0118 11.0037
741 2046.36 120.843 47016 -46.9603 10.845
742 2015.97 127.115 47015.4 -46.9108 10.684
743 1985.15 133.05 47014.8 -46.8635 10.5207
744 1953.93 138.688 47014.4 -46.8188 10.3552
745 1922.29 143.787 47014 -46.777 10.1875
746 1890.14 147.89 47013.7 -46.7381 10.0171
747 1857.4 152.241 47013.4 -46.7023 9.84359
748 1823.96 156.785 47013.3 -46.6705 9.66639
749 1789.56 161.405 47013.3 -46.6435 9.48406
750 1753.52 165.959 47013.3 -46.6219 9.29309
751 1747.67 174.235 47014.3 -46.6063 9.26204
752 1737.32 179.9 47017.3 -46.5974 9.20722
753 1722.8 184.067 47022.5 -46.5963 9.13027
754 1704.28 184.315 47029.8 -46.6029 9.03214
755 1682.03 183.155 47039.2 -46.6166 8.91418
756 1656.52 181.392 47050.9 -46.6376 8.77903
757 1628.37 178.619 47064.6 -46.6656 8.62982
758 1598.26 175.411 47080.5 -46.7001 8.47024
759 1566.94 172.258 47098.4 -46.74 8.30427
760 1535.15 169.46 47118.4 -46.7835 8.1358
761 1503.83 164.563 47140.3 -46.8303 7.96978
762 1473.85 159.436 47164.3 -46.8803 7.81091
763 1445.67 154.131 47190.1 -46.9323 7.66156
764 1419.49 148.683 47217.7 -46.9851 7.5228
765 1395.25 143.109 47247.2 -47.0376 7.39436
766 1372.72 136.493 47278.3 -47.089 7.27497
767 1351.55 129.589 47311.1 -47.1386 7.16275
768 1331.38 122.525 47345.5 -47.186 7.05587
769 1311.94 115.665 47381.4 -47.2316 6.95284
770 1293.05 108.557 47418.6 -47.2761 6.85274
771 1274.66 100.927 47457.3 -47.3206 6.75525
772 1256.81 92.7827 47497.1 -47.3667 6.6607
773 1239.69 84.1138 47538.1 -47.4161 6.56997
774 1223.53 74.8999 47580.2 -47.4709 6.48433
775 1208.6 65.1378 47623.2 -47.5331 6.4052
776 1195.16 54.8344 47667.1 -47.6044 6.33394
777 1183.33 42.9442 47711.7 -47.6859 6.27127
778 1173.11 28.9091 47756.8 -47.7772 6.21709
779 1164.48 15.1649 47802.4 -47.8786 6.17136
780 1157.41 1.57749 47848.3 -47.9898 6.13387
781 1179.96 -6.58801 47848.3 -48.1149 6.25337
782 1202.28 -15.0053 47848.3 -48.2492 6.37169
783 1224.13 -23.6077 47848.1 -48.3904 6.48747
784 1245.14 -32.3068 47847.7 -48.5359 6.5988
785 1264.89 -40.9997 47847 -48.6828 6.70352
786 1282.99 -49.579 47845.8 -48.8283 6.79944
787 1299.06 -57.9424 47844.1 -48.9699 6.88459
788 1312.79 -65.9991 47841.8 -49.1053 6.95733
789 1323.91 -74.404 47838.7 -49.2326 7.0163
790 1332.23 -83.2765 47834.7 -49.3497 7.06038
791 1337.66 -91.3411 47829.9 -49.4557 7.08914
792 1340.24 -98.5813 47823.9 -49.5499 7.10282
793 1340.09 -104.985 47816.9 -49.6321 7.10203
794 1337.38 -110.53 47808.7 -49.7025 7.08764
795 1332.29 -115.164 47799.2 -49.7611 7.06068
796 1340.46 -118.126 47799 -49.8064 7.10397
797 1345.56 -120.964 47798.5 -49.8385 7.13104
798 1347.59 -122.027 47797.6 -49.8578 7.14179
799 1346.87 -123.617 47796.4 -49.8661 7.13796
800 1343.72 -124.737 47794.8 -49.865 7.12127
801 1338.32 -125.48 47792.9 -49.8554 7.09265
802 1330.85 -125.567 47790.6 -49.8381 7.05304
803 1321.48 -124.951 47787.9 -49.8141 7.00342
804 1310.45 -123.585 47784.9 -49.7843 6.94495
805 1298.03 -122.227 47781.5 -49.75 6.87913
806 1284.63 -122.237 47777.7 -49.7135 6.80813
807 1270.66 -122.105 47773.6 -49.6766 6.73409
808 1256.44 -121.911 47769.1 -49.6408 6.65873
809 1242.3 -121.747 47764.3 -49.6078 6.58377
810 1228.55 -121.704 47759.1 -49.5791 6.51091
811 1215.5 -121.869 47753.6 -49.5561 6.44173
812 1203.42 -122.313 47747.7 -49.5401 6.37773
813 1192.57 -123.09 47741.5 -49.5324 6.32023
814 1183.16 -124.236 47734.9 -49.534 6.27035
815 1175.36 -125.551 47727.9 -49.5456 6.22903
816 1169.32 -126.967 47720.6 -49.568 6.19701
817 1165.1 -129.233 47712.9 -49.6013 6.17464
818 1162.69 -131.749 47704.8 -49.6455 6.16188
819 1162.04 -134.314 47696.3 -49.7001 6.15843
820 1163.02 -136.808 47687.5 -49.7645 6.16364
821 1165.47 -139.18 47678.2 -49.8375 6.1766
822 1169.18 -141.421 47668.6 -49.9181 6.19626
823 1173.93 -143.556 47658.5 -50.005 6.22146
824 1179.51 -145.619 47648 -50.0968 6.25099
825 1185.67 -147.625 47637.1 -50.1922 6.28366
826 1192.21 -149.521 47625.8 -50.29 6.31834
827 1198.93 -151.22 47614 -50.389 6.35393
828 1205.63 -152.62 47601.8 -50.4881 6.38944
829 1212.13 -153.604 47589.2 -50.5861 6.4239
830 1218.26 -154.06 47576.1 -50.682 6.45636
831 1223.83 -153.89 47562.6 -50.7748 6.48591
832 1228.69 -153.027 47548.6 -50.8635 6.51165
833 1232.66 -151.444 47534.1 -50.947 6.53271
834 1235.61 -149.165 47519.3 -51.0247 6.54832
835 1237.31 -147.29 47504 -51.0953 6.55732
836 1237.54 -144.643 47488.3 -51.1573 6.55853
837 1236.2 -140.716 47472.2 -51.2103 6.55143
838 1233.23 -136.098 47455.6 -51.2538 6.53569
839 1228.5 -133.231 47438.7 -51.2874 6.51062
840 1221.83 -129.751 47421.4 -51.3098 6.47531
841 1213.13 -124.905 47403.8 -51.3205 6.42919
842 1202.43 -119.776 47385.8 -51.3193 6.37245
843 1189.98 -115.201 47367.4 -51.3081 6.30649
844 1176.04 -110.179 47348.7 -51.288 6.2326
845 1160.75 -104.663 47329.8 -51.2597 6.15159
846 1144.29 -97.9335 47310.5 -51.2241 6.06435
847 1126.84 -90.6052 47290.9 -51.1822 5.97187
848 1108.64 -82.8069 47271.1 -51.1352 5.87542
849 1089.96 -74.6279 47251.1 -51.0846 5.77645
850 1071.14 -66.1786 47230.9 -51.0321 5.67666
851 1052.51 -57.6085 47210.5 -50.9797 5.57796
852 1034.48 -49.0998 47190 -50.9293 5.4824
853 1017.5 -41.8811 47169.3 -50.8836 5.39239
854 1001.99 -35.1969 47148.5 -50.8449 5.31021
855 988.307 -29.1241 47127.6 -50.8151 5.23769
856 976.719 -23.6893 47106.7 -50.7958 5.17629
857 967.403 -18.8651 47085.7 -50.788 5.12691
858 960.424 -14.8229 47064.7 -50.7923 5.08993
859 955.842 -13.8786 47043.7 -50.809 5.06565
860 953.656 -14.0718 47022.6 -50.8385 5.05406
861 953.707 -15.3161 47001.5 -50.8799 5.05433
862 955.762 -17.6757 46980.4 -50.9321 5.06522
863 959.537 -20.7592 46959.2 -50.9939 5.08522
864 964.717 -24.4471 46938 -51.0635 5.11268
865 970.98 -28.5443 46916.8 -51.1395 5.14587
866 978.013 -32.9637 46895.4 -51.2202 5.18314
867 985.522 -37.6569 46874.1 -51.3041 5.22293
868 993.235 -42.5383 46852.6 -51.3899 5.26381
869 1000.91 -47.5375 46831 -51.4763 5.3045
870 1008.34 -52.5974 46809.3 -51.5623 5.34387
871 1015.23 -58.5745 46787.4 -51.6466 5.3804
872 1021.25 -65.2545 46765.5 -51.7268 5.41228
873 1026.26 -71.1825 46743.3 -51.8025 5.43886
874 1030.31 -76.7011 46721 -51.8739 5.46028
875 1033.37 -81.9884 46698.4 -51.9409 5.4765
876 1035.43 -87.0803 46675.7 -52.0033 5.48742
877 1036.49 -92.0871 46652.7 -52.0611 5.49304
878 1036.59 -97.4879 46629.5 -52.1144 5.49359
879 1035.78 -102.865 46606 -52.1635 5.48929
880 1034.09 -108.127 46582.2 -52.2085 5.48035
881 1031.6 -112.755 46558.2 -52.2496 5.46714
882 1028.38 -116.69 46533.8 -52.2872 5.45006
883 1024.49 -119.917 46509.2 -52.3215 5.42943
884 1019.9 -123.539 46484.2 -52.3524 5.40511
885 1014.58 -126.182 46458.9 -52.3796 5.37693
886 1008.57 -127.898 46433.3 -52.4032 5.34508
887 1001.9 -128.719 46407.3 -52.4232 5.30972
888 994.592 -128.654 46381 -52.4398 5.27101
889 986.695 -127.689 46354.4 -52.4531 5.22916
890 978.261 -125.802 46327.4 -52.4632 5.18446
891 969.374 -123.214 46300.1 -52.4705 5.13736
892 960.238 -122.18 46272.4 -52.4761 5.08894
893 951.043 -120.756 46244.5 -52.481 5.04021
894 941.864 -119.084 46216.2 -52.4855 4.99156
895 932.732 -118.124 46187.6 -52.4898 4.94317
896 923.655 -116.964 46158.8 -52.4938 4.89506
897 914.65 -115.48 46129.6 -52.4977 4.84734
898 905.73 -113.581 46100.1 -52.5015 4.80007
899 896.894 -111.183 46070.4 -52.5052 4.75324
900 888.132 -108.216 46040.3 -52.5086 4.7068
901 879.421 -104.634 46010 -52.5117 4.66064
902 870.727 -100.417 45979.5 -52.5143 4.61456
903 862.006 -95.561 45948.6 -52.5161 4.56834
904 853.21 -90.0833 45917.6 -52.5167 4.52173
905 844.301 -84.6362 45886.3 -52.5161 4.47451
906 835.23 -78.7101 45854.9 -52.5138 4.42644
907 825.925 -72.2112 45823.2 -52.5096 4.37713
908 816.299 -65.0701 45791.4 -52.5029 4.32611
909 806.25 -57.1507 45759.4 -52.4931 4.27286
910 795.744 -49.584 45727.3 -52.4799 4.21718
911 784.781 -41.8236 45695.2 -52.4636 4.15908
912 773.28 -33.2153 45662.9 -52.4434 4.09813
913 761.336 -26.0644 45630.6 -52.4199 4.03483
914 749.132 -18.9276 45598.2 -52.394 3.97015
915 736.762 -12.8945 45565.8 -52.3663 3.90459
916 724.342 -7.39842 45533.5 -52.3373 3.83877
917 711.985 -2.08532 45501.1 -52.3078 3.77328
918 699.822 3.01674 45468.8 -52.2783 3.70882
919 687.976 7.07656 45436.5 -52.2497 3.64604
920 676.541 9.78358 45404.3 -52.2222 3.58544
921 665.683 12.576 45372.1 -52.197 3.5279
922 655.63 14.7429 45340 -52.1753 3.47462
923 646.614 16.9749 45308 -52.1583 3.42684
924 638.892 19.237 45276.1 -52.1475 3.38592
925 632.711 21.4661 45244.2 -52.1443 3.35316
926 628.291 23.5833 45212.5 -52.1499 3.32973
927 625.832 24.9915 45180.8 -52.1655 3.3167
928 625.533 24.4609 45149.3 -52.1923 3.31511
929 627.503 23.3424 45117.8 -52.2311 3.32556
930 631.731 21.6163 45086.5 -52.2819 3.34796
931 638.128 19.2878 45055.2 -52.3443 3.38186
932 646.537 16.4187 45024.1 -52.4176 3.42643
933 656.734 13.1363 44993 -52.5009 3.48047
934 668.435 9.5584 44962 -52.5926 3.54248
935 681.322 5.79006 44931 -52.6912 3.61078
936 695.052 1.92706 44900.1 -52.7948 3.68355
937 709.282 -1.94205 44869.3 -52.9019 3.75896
938 723.677 -5.73566 44838.4 -53.0106 3.83525
939 737.938 -9.71502 44807.6 -53.1193 3.91083
940 751.834 -14.8867 44776.8 -53.227 3.98447
941 765.163 -19.9857 44746.1 -53.3324 4.05511
942 777.724 -24.9436 44715.2 -53.4347 4.12168
943 789.351 -29.6931 44684.4 -53.5329 4.1833
944 799.908 -34.1682 44653.5 -53.6262 4.23925
945 809.258 -39.3985 44622.6 -53.7139 4.2888
946 817.264 -44.574 44591.6 -53.7953 4.33123
947 823.775 -50.2524 44560.6 -53.8694 4.36573
948 828.698 -54.9065 44529.4 -53.9358 4.39182
949 831.956 -59.7128 44498.2 -53.9941 4.40909
950 833.465 -63.6104 44466.8 -54.0434 4.41709
951 833.26 -66.1558 44435.3 -54.0841 4.416
952 831.389 -67.4784 44403.7 -54.1162 4.40609
953 827.87 -67.6331 44371.9 -54.1397 4.38743
954 822.797 -68.108 44340.1 -54.1549 4.36055
955 816.315 -68.3779 44308 -54.1627 4.3262
956 808.463 -69.4115 44275.9 -54.1631 4.28458
957 799.253 -70.1912 44243.6 -54.156 4.23577
958 788.753 -70.2551 44211.2 -54.1417 4.18013
959 777.048 -69.5474 44178.6 -54.1206 4.11809
960 764.217 -67.9644 44146 -54.0929 4.0501
961 750.324 -65.3272 44113.1 -54.0589 3.97646
962 735.399 -61.449 44080.2 -54.0187 3.89737
963 719.433 -56.0573 44047.2 -53.9721 3.81275
964 702.366 -48.8191 44014 -53.9187 3.72231
965 684.511 -44.6462 43980.8 -53.8597 3.62768
966 666.324 -40.6976 43947.5 -53.798 3.53129
967 647.994 -36.7226 43914.2 -53.7343 3.43415
968 629.676 -32.8092 43880.8 -53.6696 3.33707
969 611.462 -30.6383 43847.4 -53.6043 3.24054
970 593.431 -28.5216 43813.9 -53.5387 3.14499
971 575.726 -26.3187 43780.4 -53.4738 3.05115
972 558.49 -24.0487 43746.9 -53.4102 2.95981
973 541.864 -21.7326 43713.4 -53.3487 2.8717
974 525.985 -19.3916 43679.9 -53.2901 2.78755
975 510.984 -17.0473 43646.4 -53.2351 2.70805
976 496.987 -14.7216 43612.9 -53.1845 2.63386
977 484.113 -12.4369 43579.4 -53.1389 2.56564
978 472.478 -10.2175 43546 -53.099 2.50398
979 462.19 -8.09015 43512.5 -53.0654 2.44945
980 453.352 -6.08611 43479.1 -53.0387 2.40261
981 446.057 -4.24183 43445.7 -53.0197 2.36395
982 440.407 -3.22126 43412.4 -53.0087 2.33401
983 436.493 -2.70145 43379.1 -53.0065 2.31327
984 434.369 -2.53256 43345.8 -53.0135 2.30201
985 434.064 -2.7442 43312.6 -53.0298 2.30039
986 435.584 -3.36264 43279.5 -53.0556 2.30845
987 438.909 -4.41559 43246.3 -53.0909 2.32607
988 443.953 -7.44193 43213.3 -53.1355 2.3528
989 450.571 -11.2558 43180.2 -53.1883 2.38787
990 458.657 -15.111 43147.2 -53.2492 2.43073
991 468.121 -19.0809 43114.2 -53.3177 2.48089
992 478.843 -23.2185 43081.2 -53.3932 2.53771
993 490.678 -27.3386 43048.2 -53.4749 2.60043
994 503.463 -31.6401 43015.1 -53.5622 2.66819
995 517.02 -36.1284 42982.1 -53.6541 2.74003
996 531.159 -40.7758 42949 -53.7496 2.81497
997 545.691 -45.542 42915.9 -53.8478 2.89198
998 560.425 -50.3776 42882.7 -53.9477 2.97007
999 575.179 -55.2258 42849.5 -54.0484 3.04826
1000 589.775 -59.9811 42816.1 -54.149 3.12561
1001 604.047 -64.5801 42782.7 -54.2485 3.20125
1002 617.834 -69.2719 42749.2 -54.3462 3.27431
1003 630.976 -74.2982 42715.6 -54.4413 3.34396
1004 643.328 -79.023 42681.9 -54.5328 3.40943
1005 654.751 -83.929 42648 -54.6202 3.46996
1006 665.118 -88.4726 42614 -54.7027 3.5249
1007 674.168 -96.2919 42579.8 -54.7791 3.57287
1008 681.717 -103.604 42545.5 -54.848 3.61287
1009 687.877 -109.323 42511 -54.9101 3.64552
1010 692.805 -113.747 42476.3 -54.9664 3.67163
1011 696.626 -117.119 42441.3 -55.0173 3.69188
1012 699.44 -119.622 42406.2 -55.0634 3.7068
1013 701.325 -121.379 42370.8 -55.105 3.71679
1014 702.347 -122.46 42335.3 -55.1423 3.7222
1015 702.558 -122.888 42299.5 -55.1757 3.72333
1016 702.014 -122.776 42263.5 -55.2053 3.72044
1017 700.838 -123.465 42227.2 -55.2317 3.71421
1018 699.161 -123.853 42190.8 -55.2557 3.70532
1019 697.062 -123.947 42154.1 -55.2776 3.6942
1020 694.618 -123.749 42117.2 -55.2978 3.68124
1021 691.906 -123.256 42080.1 -55.3166 3.66687
1022 688.998 -122.464 42042.8 -55.3344 3.65146
1023 685.964 -121.369 42005.2 -55.3516 3.63538
1024 682.866 -119.964 41967.5 -55.3684 3.61896
1025 679.756 -118.215 41929.6 -55.3852 3.60248
1026 676.677 -116.071 41891.4 -55.402 3.58616
1027 673.655 -113.312 41853.1 -55.4191 3.57015
1028 670.706 -110 41814.6 -55.4365 3.55452
1029 667.835 -106.219 41775.9 -55.4541 3.5393
1030 665.046 -101.965 41737.1 -55.4721 3.52452
1031 662.335 -97.2374 41698.1 -55.4902 3.51015
1032 659.696 -92.0441 41659 -55.5086 3.49617
1033 657.126 -86.3968 41619.7 -55.5272 3.48255
1034 654.647 -80.9177 41580.3 -55.5459 3.46941
1035 652.304 -78.1777 41540.9 -55.5653 3.45699
1036 650.122 -75.3411 41501.3 -55.5853 3.44543
1037 648.115 -72.2794 41461.7 -55.6061 3.43479
1038 646.302 -68.9971 41421.9 -55.6278 3.42518
1039 644.697 -65.4917 41382.1 -55.6504 3.41668
1040 643.312 -61.7398 41342.3 -55.6741 3.40934
1041 642.156 -57.6695 41302.4 -55.6988 3.40321
1042 641.286 -54.5121 41262.5 -55.7249 3.3986
1043 640.751 -51.0283 41222.5 -55.7526 3.39577
1044 640.538 -47.1647 41182.5 -55.7819 3.39464
1045 640.628 -42.9059 41142.5 -55.8127 3.39511
1046 640.998 -38.2681 41102.5 -55.8449 3.39708
1047 641.63 -33.2896 41062.5 -55.8784 3.40042
1048 642.502 -28.0222 41022.6 -55.913 3.40505
1049 643.599 -22.5205 40982.6 -55.9487 3.41086
1050 644.903 -16.8335 40942.7 -55.9855 3.41777
1051 646.396 -10.9976 40902.9 -56.0231 3.42568
1052 648.056 -5.02881 40863.1 -56.0616 3.43448
1053 649.808 0.226378 40823.4 -56.1006 3.44377
1054 651.56 5.51747 40783.9 -56.1394 3.45305
